1,-15,-0.500000000000014,0
2,-14.7,-0.535763632928791,0
3,-14.4,-0.570794813706755,0
4,-14.1,-0.60509415984572,0
5,-13.8,-0.638662275284688,0
6,-13.5,-0.671499750443999,0
7,-13.2,-0.70360716227809,0
8,-12.9,-0.734985074326957,0
9,-12.6,-0.765634036766414,0
10,-12.3,-0.795554586456959,0
11,-12,-0.824747246991464,0
12,-11.7,-0.853212528741636,0
13,-11.4,-0.880950928903133,0
14,-11.1,-0.907962931539515,0
15,-10.8,-0.93424900762497,0
16,-10.5,-0.959809615085817,0
17,-10.2,-0.984645198840795,0
18,-9.9,-1.00875619084016,0
19,-9.6,-1.03214301010357,0
20,-9.3,-1.05480606275685,0
21,-9,-1.07674574206747,0
22,-8.7,-1.09796242847904,0
23,-8.4,-1.1184564896444,0
24,-8.1,-1.13822828045775,0
25,-7.8,-1.15727814308561,0
26,-7.5,-1.17560640699649,0
27,-7.2,-1.19321338898968,0
28,-6.9,-1.21009939322259,0
29,-6.6,-1.22626471123731,0
30,-6.3,-1.24170962198576,0
31,-6,-1.25643439185396,0
32,-5.7,-1.27043927468496,0
33,-5.4,-1.2837245118009,0
34,-5.1,-1.2962903320238,0
35,-4.8,-1.30813695169533,0
36,-4.5,-1.31926457469551,0
37,-4.2,-1.32967339246024,0
38,-3.9,-1.33936358399784,0
39,-3.6,-1.34833531590442,0
40,-3.3,-1.35658874237829,0
41,-3,-1.36412400523317,0
42,-2.7,-1.37094123391039,0
43,-2.4,-1.37704054549003,0
44,-2.1,-1.38242204470103,0
45,-1.8,-1.38708582393009,0
46,-1.5,-1.39103196322965,0
47,-1.2,-1.39426053032479,0
48,-0.9,-1.39677158061902,0
49,-0.6,-1.39856515719899,0
50,-0.3,-1.3996412908383,0
51,0,-1.40000000000001,0
52,0.3,-1.3996412908383,0
53,0.6,-1.39856515719899,0
54,0.9,-1.39677158061902,0
55,1.2,-1.39426053032479,0
56,1.5,-1.39103196322965,0
57,1.8,-1.38708582393009,0
58,2.1,-1.38242204470103,0
59,2.4,-1.37704054549003,0
60,2.7,-1.37094123391039,0
